
[0.0009526310000005367,
1.97552997599999,
0.08591431900001112,
0.08952371699999162,
0.09734046699998089,
0.0878291810000178,
0.08952449800000295,
0.08587283100007426,
0.09698434000006273,
0.08434476200000063,
0.08321056899990253,
0.09525675399993361,
0.08123908999994,
0.09805134600003385,
0.09411981599998853,
0.08728648400006023,
0.09203652700000475,
0.11936251099996298,
0.08598995299996659,
0.09150179499999922,
0.08065382799998133,
0.08665676500004338,
0.08867844500002775,
0.08785695899996426,
0.3352583500000037,
0.08657565500016062,
0.08347662699998182,
0.08404772899984891,
0.08474964800007001,
0.09442915899990112,
0.08106926999994357,
0.08093576900000699,
0.08641296099995088,
0.0831839279999258,]
